unix,date,symbol,open,high,low,close
1693821600,04.09.23 10:00,MATIC/USD,0.54442,0.54542,0.54442,0.5452
1693818000,04.09.23 09:00,MATIC/USD,0.54582,0.54589,0.54491,0.54535
1693814400,04.09.23 08:00,MATIC/USD,0.54761,0.54761,0.54686,0.54686
1693810800,04.09.23 07:00,MATIC/USD,0.54744,0.54749,0.54669,0.54669
1693807200,04.09.23 06:00,MATIC/USD,0.54345,0.54572,0.54345,0.54572
1693803600,04.09.23 05:00,MATIC/USD,0.54505,0.54505,0.54402,0.5444
1693800000,04.09.23 04:00,MATIC/USD,0.5467,0.54704,0.54649,0.54704
1693796400,04.09.23 03:00,MATIC/USD,0.548,0.55127,0.548,0.54888
1693792800,04.09.23 02:00,MATIC/USD,0.54495,0.54852,0.5441,0.54852
1693789200,04.09.23 01:00,MATIC/USD,0.54415,0.54415,0.54309,0.54309
1693785600,04.09.23 00:00,MATIC/USD,0.54268,0.5434,0.54256,0.54281
1693782000,03.09.23 23:00,MATIC/USD,0.54178,0.54178,0.54178,0.54178
1693778400,03.09.23 22:00,MATIC/USD,0.54048,0.54088,0.53934,0.5396
1693774800,03.09.23 21:00,MATIC/USD,0.54295,0.54295,0.54049,0.54049
1693771200,03.09.23 20:00,MATIC/USD,0.54363,0.5437,0.54312,0.54312
1693767600,03.09.23 19:00,MATIC/USD,0.5422,0.54398,0.5422,0.5432
1693764000,03.09.23 18:00,MATIC/USD,0.54093,0.54328,0.54093,0.54312
1693760400,03.09.23 17:00,MATIC/USD,0.54,0.54,0.53822,0.5388
1693756800,03.09.23 16:00,MATIC/USD,0.542,0.542,0.53895,0.53895
1693753200,03.09.23 15:00,MATIC/USD,0.54243,0.54243,0.54086,0.54086
1693749600,03.09.23 14:00,MATIC/USD,0.54218,0.5444,0.54194,0.5444
1693746000,03.09.23 13:00,MATIC/USD,0.54129,0.54348,0.54074,0.5429
1693742400,03.09.23 12:00,MATIC/USD,0.54365,0.54535,0.5436,0.54535
1693738800,03.09.23 11:00,MATIC/USD,0.54438,0.54438,0.54299,0.54299
1693735200,03.09.23 10:00,MATIC/USD,0.54161,0.54372,0.54161,0.54372
1693731600,03.09.23 09:00,MATIC/USD,0.54175,0.54175,0.54175,0.54175
1693728000,03.09.23 08:00,MATIC/USD,0.54252,0.54329,0.54231,0.54326
1693724400,03.09.23 07:00,MATIC/USD,0.54387,0.54387,0.5436,0.5436
1693720800,03.09.23 06:00,MATIC/USD,0.54311,0.54311,0.54311,0.54311
1693717200,03.09.23 05:00,MATIC/USD,0.54311,0.54311,0.54311,0.54311
1693713600,03.09.23 04:00,MATIC/USD,0.54342,0.54342,0.54311,0.54311
1693710000,03.09.23 03:00,MATIC/USD,0.54235,0.54337,0.54235,0.54337
1693706400,03.09.23 02:00,MATIC/USD,0.54183,0.54183,0.54183,0.54183
1693702800,03.09.23 01:00,MATIC/USD,0.54183,0.54183,0.54183,0.54183
1693699200,03.09.23 00:00,MATIC/USD,0.54091,0.54156,0.54025,0.54156
1693695600,02.09.23 23:00,MATIC/USD,0.54092,0.54115,0.54034,0.54081
1693692000,02.09.23 22:00,MATIC/USD,0.53996,0.54092,0.53967,0.54092
1693688400,02.09.23 21:00,MATIC/USD,0.53942,0.54081,0.53942,0.53954
1693684800,02.09.23 20:00,MATIC/USD,0.539,0.539,0.5379,0.53853
1693681200,02.09.23 19:00,MATIC/USD,0.53835,0.53979,0.53835,0.53872
